keyword_a,keyword_b,cooccurrence_weight,explicit_edge_weight
CONTRACT_REPO,repo provenance,0,1
CONTRACT_REPO,repo-derived evidence,0,1
CONTRACT_REPO,repo-grounded evidence,1,0
CONTRACT_REPO,repository-only evidence,0,2
CONTRACT_REPO,screened not confirmed,0,1
CONTRACT_REPO,screening,0,2
CONTRACT_REPO,semantic constraints,0,2
CONTRACT_REPO,semantic obligation,0,2
CONTRACT_REPO,source confinement,0,2
CONTRACT_REPO,source policy,0,2
CONTRACT_REPO,threshold 0.90,0,2
CONTRACT_REPO,tool output separation,0,1
CONTRACT_REPO,topology generalization,0,1
CONTRACT_REPO,trial data,0,1
CONTRACT_REPO,two-failure futility stop,0,2
CONTROL_REPO,decision schema,0,1
CONTROL_REPO,decoy resistance,0,1
CONTROL_REPO,design only,1,2
CONTROL_REPO,deterministic scorer,0,2
CONTROL_REPO,direct support,0,1
CONTROL_REPO,E2.3,0,1
CONTROL_REPO,E2.3 result,0,1
CONTROL_REPO,E2.4,1,4
CONTROL_REPO,E2.4 execution,1,0
CONTROL_REPO,E2.4 fixtures,0,2
CONTROL_REPO,E2.4 status,0,2
CONTROL_REPO,evidence audit,0,1
CONTROL_REPO,evidence packet,0,1
CONTROL_REPO,evidence sufficiency,0,1
CONTROL_REPO,exact excerpt,0,1
CONTROL_REPO,experiment README,0,1
CONTROL_REPO,feature identity,0,1
CONTROL_REPO,generalization claim,0,1
CONTROL_REPO,global consistency rule,0,1
CONTROL_REPO,global feature-type invariant,0,1
CONTROL_REPO,global invariant,0,1
CONTROL_REPO,global invariant generalization,0,1
CONTROL_REPO,global state normalization,0,1
CONTROL_REPO,goodand/concept-gate-taxonomy,0,2
CONTROL_REPO,hidden oracle,0,2
CONTROL_REPO,mandatory abstention,0,1
CONTROL_REPO,MCP,0,2
CONTROL_REPO,MCP context isolation,0,1
CONTROL_REPO,missing evidence,0,1
CONTROL_REPO,missing scorer,0,2
CONTROL_REPO,missing trials,0,2
CONTROL_REPO,MixRig,0,1
CONTROL_REPO,N=10,0,2
CONTROL_REPO,not executed,0,2
CONTROL_REPO,ontology,0,2
CONTROL_REPO,packet-only,0,1
CONTROL_REPO,paraphrase invariance,0,1
CONTROL_REPO,protocol bounded,0,1
CONTROL_REPO,provenance validator,0,2
CONTROL_REPO,reasoner,0,2
CONTROL_REPO,reasoning contract,0,1
CONTROL_REPO,repairability,0,1
CONTROL_REPO,repo provenance,0,1
CONTROL_REPO,repo-derived evidence,0,1
CONTROL_REPO,repo-grounded evidence,1,0
CONTROL_REPO,repository-only evidence,0,2
CONTROL_REPO,screened not confirmed,0,1
CONTROL_REPO,screening,0,2
CONTROL_REPO,semantic constraints,0,2
CONTROL_REPO,semantic obligation,0,2
CONTROL_REPO,source confinement,0,2
CONTROL_REPO,source policy,0,2
CONTROL_REPO,threshold 0.90,0,2
CONTROL_REPO,tool output separation,0,1
CONTROL_REPO,topology generalization,0,1
CONTROL_REPO,trial data,0,1
CONTROL_REPO,two-failure futility stop,0,2
conversation provenance,date-bound claim,0,1
conversation provenance,E2 experiments,1,0
conversation provenance,edge review,0,1
conversation provenance,format-first storage,0,2
conversation provenance,hallucination mitigation,0,1
conversation provenance,keyword normalization,0,1
conversation provenance,literature evidence,0,1
conversation provenance,MCP,0,1
conversation provenance,MCP isolation,1,0
conversation provenance,Obsidian backlinks,0,2
conversation provenance,ontology,0,1
conversation provenance,open problem status,0,1
conversation provenance,reasoner,0,1
conversation provenance,semantic obligation,0,1
conversation provenance,subagent enrichment,0,1
conversation provenance,symlink views,0,2
conversation provenance,typed edge ledger,0,2
conversation provenance,uncertainty,0,1
conversation provenance,vault architecture,1,0
conversation provenance,vault ingestion,0,1
date-bound claim,E2 experiments,0,1
date-bound claim,hallucination mitigation,1,0
date-bound claim,literature evidence,1,0
date-bound claim,literature search,0,2
date-bound claim,literature-first workflow,0,2
date-bound claim,MCP,0,1
date-bound claim,MCP isolation,0,1
date-bound claim,ontology,0,1
date-bound claim,open,0,1
date-bound claim,open problem database,0,2
date-bound claim,open problem status,1,0
date-bound claim,problem status,0,1
date-bound claim,reasoner,0,1
date-bound claim,resolved,0,1
date-bound claim,semantic obligation,0,1
date-bound claim,solution attempt gate,0,2
date-bound claim,uncertain,0,1
date-bound claim,uncertainty,1,0
date-bound claim,vault architecture,0,1
decision schema,decoy resistance,0,1
decision schema,design only,0,3
decision schema,directed positive control,0,1
decision schema,E2.2.1,0,1
decision schema,E2.2.2,0,1
decision schema,E2.2.3,0,1
decision schema,E2.3,0,1
decision schema,E2.3 result,0,2
decision schema,E2.4,0,2
decision schema,E2.4 status,0,2
decision schema,experiment README,1,0
decision schema,factor sufficiency,0,1
decision schema,generalization claim,0,2
decision schema,global consistency,0,1
decision schema,global invariant,0,2
decision schema,global invariant generalization,0,1
decision schema,goodand/concept-gate-taxonomy,0,1
decision schema,MCP,0,1
decision schema,missing scorer,0,2
decision schema,missing trials,0,2
decision schema,not executed,0,2
decision schema,OFAT ablation,0,1
decision schema,ontology,0,1
decision schema,paraphrase invariance,0,1
decision schema,protocol bounded,0,2
decision schema,reasoner,0,1
decision schema,repo provenance,1,0
decision schema,repo-grounded evidence,0,1
decision schema,repository-only evidence,0,1
decision schema,schema minItems,0,1
decision schema,screened not confirmed,0,2
decision schema,semantic obligation,0,1
decision schema,source policy,0,1
decision schema,structural_composition,0,1
decision schema,topology generalization,0,1
decision schema,trial data,1,0
decision schema,vocabulary exposure,0,1
decoy resistance,design only,0,1
decoy resistance,E2 progression,0,1
decoy resistance,E2.2.3,0,2
decoy resistance,E2.3,1,0
decoy resistance,E2.3 result,0,2
decoy resistance,E2.4,0,2
decoy resistance,evidence contract,0,1
decoy resistance,experiment README,0,1
decoy resistance,factor sufficiency,0,2
decoy resistance,feature identity,0,1
decoy resistance,generalization claim,0,2
decoy resistance,global consistency rule,0,1
decoy resistance,global feature-type invariant,0,1
decoy resistance,global invariant,0,3
decoy resistance,global invariant generalization,1,0
decoy resistance,global state normalization,0,1
decoy resistance,MCP,0,1
decoy resistance,memory card,0,1
decoy resistance,MixRig,0,1
decoy resistance,N=10,0,1
decoy resistance,next experiment,0,1
decoy resistance,OFAT ablation,0,2
decoy resistance,ontology,0,1
decoy resistance,paraphrase invariance,1,0
decoy resistance,protocol bounded,0,2
decoy resistance,reasoner,0,1
decoy resistance,repo provenance,0,1
decoy resistance,repo-grounded evidence,0,1
decoy resistance,screened not confirmed,0,2
decoy resistance,screening,0,1
decoy resistance,semantic obligation,0,1
decoy resistance,threshold 0.90,0,1
decoy resistance,topology generalization,1,0
decoy resistance,trial data,0,1
decoy resistance,two-failure futility stop,0,1
design only,deterministic scorer,0,2
design only,direct support,0,1
design only,E2 progression,0,1
design only,E2.3,0,1
design only,E2.3 result,0,1
design only,E2.4,1,3
design only,E2.4 execution,0,1
design only,E2.4 fixtures,0,2
design only,E2.4 status,1,1
design only,evidence audit,0,1
design only,evidence contract,0,1
design only,evidence packet,0,1
design only,evidence sufficiency,0,1
design only,exact excerpt,0,1
design only,experiment README,0,3
design only,feature identity,0,1
design only,generalization claim,0,1
design only,global consistency rule,0,1
design only,global feature-type invariant,0,1
design only,global invariant,0,2
design only,global invariant generalization,0,1
design only,global state normalization,0,1
design only,goodand/concept-gate-taxonomy,0,2
design only,hidden oracle,0,2
design only,mandatory abstention,0,1
design only,MCP,0,2
design only,memory card,0,1
design only,missing evidence,0,1
design only,missing scorer,1,1
design only,missing trials,1,1
design only,MixRig,0,1
design only,next experiment,0,1
design only,not executed,1,1
design only,ontology,0,2
design only,packet-only,0,1
design only,paraphrase invariance,0,1
design only,protocol bounded,0,1
design only,provenance validator,0,2
design only,reasoner,0,2
design only,reasoning contract,0,1
design only,repairability,0,1
design only,repo provenance,0,3
design only,repo-derived evidence,0,1
design only,repo-grounded evidence,1,1
design only,repository-only evidence,0,2
design only,screened not confirmed,0,1
design only,semantic constraints,0,2
design only,semantic obligation,0,2
design only,source confinement,0,1
design only,source policy,0,2
design only,topology generalization,0,1
design only,trial data,0,3
destructive repair,E2.2.2,0,1
destructive repair,E2.2.3,0,1
destructive repair,evidence audit,0,1
destructive repair,evidence-first,0,1
destructive repair,factor sufficiency,0,1
destructive repair,final decision,0,1
destructive repair,full-set preservation,1,0
destructive repair,global consistency,0,1
destructive repair,invariant check,0,1
destructive repair,mandatory abstention,0,2
destructive repair,missing evidence,0,2
destructive repair,OFAT ablation,0,1
destructive repair,reasoning contract,0,2
destructive repair,repairability,0,2
destructive repair,repaired_concepts,1,0
destructive repair,schema minItems,0,1
destructive repair,structural preservation,1,0
destructive repair,sufficiency gate,0,1
deterministic scorer,E2.4,0,1
deterministic scorer,E2.4 execution,0,1
deterministic scorer,E2.4 fixtures,1,0
deterministic scorer,E2.4 status,0,1
deterministic scorer,evidence audit,0,1
deterministic scorer,evidence-first,0,1
deterministic scorer,final decision,0,1
deterministic scorer,hidden oracle,1,0
deterministic scorer,invariant check,0,1
deterministic scorer,MCP,0,1
deterministic scorer,missing scorer,0,1
deterministic scorer,missing trials,0,1
deterministic scorer,not executed,0,1
deterministic scorer,ontology,0,1
deterministic scorer,provenance validator,1,0
deterministic scorer,reasoner,0,1
deterministic scorer,repo-grounded evidence,0,1
deterministic scorer,semantic constraints,1,0
deterministic scorer,semantic obligation,0,1
deterministic scorer,sufficiency gate,0,1
direct support,E2.4,0,1
direct support,evidence audit,1,1
direct support,evidence packet,0,1
direct support,evidence sufficiency,1,0
direct support,evidence-first,0,1
direct support,exact excerpt,0,1
direct support,final decision,0,1
direct support,invariant check,0,1
direct support,mandatory abstention,0,2
direct support,missing evidence,0,2
direct support,packet-only,1,0
direct support,reasoning contract,0,2
direct support,repairability,0,2
direct support,repo-derived evidence,0,1
direct support,repo-grounded evidence,0,1
direct support,source confinement,0,1
direct support,sufficiency gate,0,1
directed positive control,E2 progression,0,1
directed positive control,E2.2.1,1,0
directed positive control,E2.2.2,0,2
directed positive control,essential_feature,0,1
directed positive control,evidence contract,0,1
directed positive control,experiment README,0,1
directed positive control,FeatureType,0,1
directed positive control,functional,0,1
directed positive control,global consistency,0,2
directed positive control,global invariant,0,1
directed positive control,locational,0,1
directed positive control,MCP,0,1
directed positive control,memory card,0,1
directed positive control,next experiment,0,1
directed positive control,ontology,0,1
directed positive control,reasoner,0,1
directed positive control,repo provenance,0,1
directed positive control,schema minItems,0,2
directed positive control,semantic obligation,0,1
directed positive control,social_treatment,0,1
directed positive control,structural_composition,1,1
directed positive control,trial data,0,1
directed positive control,vocabulary exposure,1,0
domain range validation,edge review,0,1
domain range validation,faceted navigation,0,1
domain range validation,format-first storage,0,1
domain range validation,keyword normalization,0,1
domain range validation,no duplication,0,1
domain range validation,Obsidian backlinks,0,1
domain range validation,relative symlink,0,1
domain range validation,semantic graph,1,0
domain range validation,stable ID,1,0
domain range validation,subagent enrichment,0,1
domain range validation,symlink views,0,1
domain range validation,typed edge,1,0
domain range validation,typed edge ledger,0,1
domain range validation,vault ingestion,0,1
E2 experiments,edge review,0,1
E2 experiments,format-first storage,0,2
E2 experiments,hallucination mitigation,0,1
E2 experiments,keyword normalization,0,1
E2 experiments,literature evidence,0,1
E2 experiments,MCP,0,1
E2 experiments,MCP isolation,1,0
E2 experiments,Obsidian backlinks,0,2
E2 experiments,ontology,0,1
E2 experiments,open problem status,0,1
E2 experiments,reasoner,0,1
E2 experiments,semantic obligation,0,1
E2 experiments,subagent enrichment,0,1
E2 experiments,symlink views,0,2
E2 experiments,typed edge ledger,0,2
E2 experiments,uncertainty,0,1
E2 experiments,vault architecture,1,0
E2 experiments,vault ingestion,0,1
E2 progression,E2.2.1,0,1
E2 progression,E2.2.2,0,1
E2 progression,E2.2.3,0,1
E2 progression,E2.3,0,1
E2 progression,E2.4 status,0,1
E2 progression,evidence contract,1,0
E2 progression,factor sufficiency,0,1
E2 progression,global consistency,0,1
E2 progression,global invariant,1,0
E2 progression,global invariant generalization,0,1
E2 progression,MCP,0,1
E2 progression,memory card,1,0
E2 progression,missing scorer,0,1
E2 progression,missing trials,0,1
E2 progression,next experiment,1,0
E2 progression,not executed,0,1
E2 progression,OFAT ablation,0,1
E2 progression,ontology,0,1
E2 progression,paraphrase invariance,0,1
E2 progression,reasoner,0,1
E2 progression,schema minItems,0,1
E2 progression,semantic obligation,0,1
E2 progression,structural_composition,0,1
E2 progression,topology generalization,0,1
E2 progression,vocabulary exposure,0,1
E2.2.1,E2.2.2,0,2
E2.2.1,essential_feature,0,1
E2.2.1,evidence contract,0,1
E2.2.1,experiment README,0,1
E2.2.1,FeatureType,0,1
E2.2.1,functional,0,1
E2.2.1,global consistency,0,2
E2.2.1,global invariant,0,1
E2.2.1,locational,0,1
E2.2.1,MCP,0,1
E2.2.1,memory card,0,1
E2.2.1,next experiment,0,1
E2.2.1,ontology,0,1
E2.2.1,reasoner,0,1
E2.2.1,repo provenance,0,1
E2.2.1,schema minItems,0,2
E2.2.1,semantic obligation,0,1
E2.2.1,social_treatment,0,1
E2.2.1,structural_composition,1,1
E2.2.1,trial data,0,1
E2.2.1,vocabulary exposure,1,0
E2.2.2,E2.2.3,0,2
E2.2.2,evidence contract,0,1
E2.2.2,experiment README,0,1
E2.2.2,factor sufficiency,0,2
E2.2.2,feature identity,0,1
E2.2.2,full-set preservation,0,1
E2.2.2,global consistency,1,0
E2.2.2,global consistency rule,0,1
E2.2.2,global feature-type invariant,0,1
E2.2.2,global invariant,0,1
E2.2.2,global state normalization,0,1
E2.2.2,MCP,0,1
E2.2.2,memory card,0,1
E2.2.2,MixRig,0,1
E2.2.2,next experiment,0,1
E2.2.2,OFAT ablation,0,2
E2.2.2,ontology,0,1
E2.2.2,reasoner,0,1
E2.2.2,repaired_concepts,0,1
E2.2.2,repo provenance,0,1
E2.2.2,schema minItems,1,0
E2.2.2,semantic obligation,0,1
E2.2.2,structural preservation,0,1
E2.2.2,structural_composition,0,2
E2.2.2,trial data,0,1
E2.2.2,vocabulary exposure,0,2
E2.2.3,E2.3,0,2
E2.2.3,evidence contract,0,1
E2.2.3,experiment README,0,1
E2.2.3,factor sufficiency,1,0
E2.2.3,feature identity,0,1
E2.2.3,full-set preservation,0,1
E2.2.3,global consistency,0,2
E2.2.3,global consistency rule,0,1
E2.2.3,global feature-type invariant,0,1
E2.2.3,global invariant,0,1
E2.2.3,global invariant generalization,0,2
E2.2.3,global state normalization,0,1
E2.2.3,MCP,0,1
E2.2.3,memory card,0,1
E2.2.3,MixRig,0,1
E2.2.3,next experiment,0,1
E2.2.3,OFAT ablation,1,0
E2.2.3,ontology,0,1
E2.2.3,paraphrase invariance,0,2
E2.2.3,reasoner,0,1
E2.2.3,repaired_concepts,0,1
E2.2.3,repo provenance,0,1
E2.2.3,schema minItems,0,2
E2.2.3,semantic obligation,0,1
E2.2.3,structural preservation,0,1
E2.2.3,topology generalization,0,2
E2.2.3,trial data,0,1
E2.3,E2.3 result,0,2
E2.3,E2.4,0,2
E2.3,evidence contract,0,1
E2.3,experiment README,0,1
E2.3,factor sufficiency,0,2
E2.3,feature identity,0,1
E2.3,generalization claim,0,2
E2.3,global consistency rule,0,1
E2.3,global feature-type invariant,0,1
E2.3,global invariant,0,3
E2.3,global invariant generalization,1,0
E2.3,global state normalization,0,1
E2.3,MCP,0,1
E2.3,memory card,0,1
E2.3,MixRig,0,1
E2.3,N=10,0,1
E2.3,next experiment,0,1
E2.3,OFAT ablation,0,2
E2.3,ontology,0,1
E2.3,paraphrase invariance,1,0
E2.3,protocol bounded,0,2
E2.3,reasoner,0,1
E2.3,repo provenance,0,1
E2.3,repo-grounded evidence,0,1
E2.3,screened not confirmed,0,2
E2.3,screening,0,1
E2.3,semantic obligation,0,1
E2.3,threshold 0.90,0,1
E2.3,topology generalization,1,0
E2.3,trial data,0,1
E2.3,two-failure futility stop,0,1
E2.3 result,E2.4,0,1
E2.3 result,experiment README,0,2
E2.3 result,generalization claim,1,0
E2.3 result,global invariant,1,0
E2.3 result,global invariant generalization,0,2
E2.3 result,MCP,0,1
E2.3 result,ontology,0,1
E2.3 result,paraphrase invariance,0,2
E2.3 result,protocol bounded,1,0
E2.3 result,reasoner,0,1
E2.3 result,repo provenance,0,2
E2.3 result,repo-grounded evidence,0,1
E2.3 result,screened not confirmed,1,0
E2.3 result,semantic obligation,0,1
E2.3 result,topology generalization,0,2
E2.3 result,trial data,0,2
E2.4,E2.4 execution,0,2
E2.4,E2.4 fixtures,0,1
E2.4,E2.4 status,0,1
E2.4,evidence audit,0,1
E2.4,evidence packet,0,2
E2.4,evidence sufficiency,0,1
E2.4,exact excerpt,0,2
E2.4,experiment README,0,2
E2.4,feature identity,0,1
E2.4,generalization claim,0,1
E2.4,global consistency rule,0,1
E2.4,global feature-type invariant,0,1
E2.4,global invariant,0,1
E2.4,global invariant generalization,0,2
E2.4,global state normalization,0,1
E2.4,goodand/concept-gate-taxonomy,1,2
E2.4,hidden oracle,0,1
E2.4,mandatory abstention,0,1
E2.4,MCP,0,3
E2.4,missing evidence,0,1
E2.4,missing scorer,0,1
E2.4,missing trials,0,1
E2.4,MixRig,0,1
E2.4,N=10,1,0
E2.4,not executed,0,1
E2.4,ontology,0,3
E2.4,packet-only,0,1
E2.4,paraphrase invariance,0,2
E2.4,protocol bounded,0,1
E2.4,provenance validator,0,1
E2.4,reasoner,0,3
E2.4,reasoning contract,0,1
E2.4,repairability,0,1
E2.4,repo provenance,0,2
E2.4,repo-derived evidence,0,2
E2.4,repo-grounded evidence,1,2
E2.4,repository-only evidence,1,2
E2.4,screened not confirmed,0,1
E2.4,screening,1,0
E2.4,semantic constraints,0,1
E2.4,semantic obligation,0,3
E2.4,source confinement,0,2
E2.4,source policy,1,2
E2.4,threshold 0.90,1,0
E2.4,topology generalization,0,2
E2.4,trial data,0,2
E2.4,two-failure futility stop,1,0
E2.4 execution,E2.4 fixtures,0,1
E2.4 execution,E2.4 status,0,1
E2.4 execution,hidden oracle,0,1
E2.4 execution,MCP,0,1
E2.4 execution,MCP context isolation,0,1
E2.4 execution,missing scorer,0,1
E2.4 execution,missing trials,0,1
E2.4 execution,N=10,0,2
E2.4 execution,not executed,0,1
E2.4 execution,ontology,0,1
E2.4 execution,provenance validator,0,1
E2.4 execution,reasoner,0,1
E2.4 execution,screening,0,2
E2.4 execution,semantic constraints,0,1
E2.4 execution,semantic obligation,0,1
E2.4 execution,source confinement,0,1
E2.4 execution,threshold 0.90,0,2
E2.4 execution,tool output separation,0,1
E2.4 execution,two-failure futility stop,0,2
E2.4 fixtures,E2.4 status,0,1
E2.4 fixtures,evidence audit,0,1
E2.4 fixtures,evidence-first,0,1
E2.4 fixtures,final decision,0,1
E2.4 fixtures,hidden oracle,1,0
E2.4 fixtures,invariant check,0,1
E2.4 fixtures,MCP,0,1
E2.4 fixtures,missing scorer,0,1
E2.4 fixtures,missing trials,0,1
E2.4 fixtures,not executed,0,1
E2.4 fixtures,ontology,0,1
E2.4 fixtures,provenance validator,1,0
E2.4 fixtures,reasoner,0,1
E2.4 fixtures,repo-grounded evidence,0,1
E2.4 fixtures,semantic constraints,1,0
E2.4 fixtures,semantic obligation,0,1
E2.4 fixtures,sufficiency gate,0,1
E2.4 status,evidence contract,0,1
E2.4 status,experiment README,0,2
E2.4 status,global invariant,0,1
E2.4 status,hidden oracle,0,1
E2.4 status,MCP,0,1
E2.4 status,memory card,0,1
E2.4 status,missing scorer,1,0
E2.4 status,missing trials,1,0
E2.4 status,next experiment,0,1
E2.4 status,not executed,1,0
E2.4 status,ontology,0,1
E2.4 status,provenance validator,0,1
E2.4 status,reasoner,0,1
E2.4 status,repo provenance,0,2
E2.4 status,repo-grounded evidence,0,1
E2.4 status,semantic constraints,0,1
E2.4 status,semantic obligation,0,1
E2.4 status,trial data,0,2
edge review,faceted navigation,0,1
edge review,format-first storage,0,2
edge review,keyword normalization,1,0
edge review,MCP,0,1
edge review,MCP isolation,0,1
edge review,memory card,0,1
edge review,no duplication,0,1
edge review,Obsidian backlinks,0,2
edge review,ontology,0,1
edge review,reasoner,0,1
edge review,relative symlink,0,1
edge review,semantic authority,0,1
edge review,semantic graph,0,1
edge review,semantic obligation,0,1
edge review,stable ID,0,1
edge review,subagent enrichment,1,0
edge review,symlink classification,0,1
edge review,symlink views,0,2
edge review,typed edge,0,1
edge review,typed edge ledger,0,2
edge review,typed graph,0,1
edge review,vault architecture,0,1
edge review,vault ingestion,1,0
essential_feature,feature identity,0,1
essential_feature,FeatureType,1,0
essential_feature,functional,1,0
essential_feature,global consistency rule,0,1
essential_feature,global feature-type invariant,0,1
essential_feature,global state normalization,0,1
essential_feature,has-a,0,1
essential_feature,is-a,0,1
essential_feature,locational,1,0
essential_feature,MixRig,0,1
essential_feature,part-of,0,1
essential_feature,social_treatment,1,0
essential_feature,structural composition,0,1
essential_feature,structural_composition,1,1
essential_feature,taxonomy DAG,0,1
essential_feature,vocabulary exposure,0,1
evidence audit,evidence packet,0,2
evidence audit,evidence sufficiency,1,1
evidence audit,evidence-first,1,1
evidence audit,exact excerpt,0,2
evidence audit,feature identity,0,1
evidence audit,final decision,1,1
evidence audit,full-set preservation,0,1
evidence audit,global consistency rule,0,1
evidence audit,global feature-type invariant,0,1
evidence audit,global state normalization,0,1
evidence audit,hidden oracle,0,1
evidence audit,invariant check,1,1
evidence audit,mandatory abstention,0,3
evidence audit,MCP,0,1
evidence audit,missing evidence,0,3
evidence audit,MixRig,0,1
evidence audit,ontology,0,1
evidence audit,packet-only,1,1
evidence audit,provenance validator,0,1
evidence audit,reasoner,0,1
evidence audit,reasoning contract,0,3
evidence audit,repairability,0,3
evidence audit,repaired_concepts,0,1
evidence audit,repo-derived evidence,0,2
evidence audit,repo-grounded evidence,0,1
evidence audit,semantic constraints,0,1
evidence audit,semantic obligation,0,1
evidence audit,source confinement,0,2
evidence audit,structural preservation,0,1
evidence audit,sufficiency gate,1,1
evidence contract,experiment progression,1,0
evidence contract,factor sufficiency,0,1
evidence contract,global consistency,0,1
evidence contract,global invariant,1,0
evidence contract,global invariant generalization,0,1
evidence contract,MCP,0,2
evidence contract,MCP evaluation,1,0
evidence contract,memory card,1,0
evidence contract,missing scorer,0,1
evidence contract,missing trials,0,1
evidence contract,MOC,1,0
evidence contract,next experiment,1,0
evidence contract,not executed,0,1
evidence contract,OFAT ablation,0,1
evidence contract,ontology,1,2
evidence contract,paraphrase invariance,0,1
evidence contract,reasoner,0,2
evidence contract,schema minItems,0,1
evidence contract,semantic obligation,0,2
evidence contract,structural_composition,0,1
evidence contract,topology generalization,0,1
evidence contract,vocabulary exposure,0,1
evidence packet,evidence sufficiency,0,1
evidence packet,evidence-first,0,1
evidence packet,exact excerpt,1,0
evidence packet,final decision,0,1
evidence packet,goodand/concept-gate-taxonomy,0,1
evidence packet,invariant check,0,1
evidence packet,MCP context isolation,0,1
evidence packet,packet-only,0,1
evidence packet,repo-derived evidence,1,0
evidence packet,repo-grounded evidence,0,1
evidence packet,repository-only evidence,0,1
evidence packet,source confinement,1,1
evidence packet,source policy,0,1
evidence packet,sufficiency gate,0,1
evidence packet,tool output separation,0,1
evidence sufficiency,evidence-first,0,1
evidence sufficiency,exact excerpt,0,1
evidence sufficiency,final decision,0,1
evidence sufficiency,invariant check,0,1
evidence sufficiency,mandatory abstention,0,2
evidence sufficiency,missing evidence,0,2
evidence sufficiency,packet-only,1,0
evidence sufficiency,reasoning contract,0,2
evidence sufficiency,repairability,0,2
evidence sufficiency,repo-derived evidence,0,1
evidence sufficiency,repo-grounded evidence,0,1
evidence sufficiency,source confinement,0,1
evidence sufficiency,sufficiency gate,0,1
evidence-first,exact excerpt,0,1
evidence-first,feature identity,0,1
evidence-first,final decision,1,0
evidence-first,full-set preservation,0,1
evidence-first,global consistency rule,0,1
evidence-first,global feature-type invariant,0,1
evidence-first,global state normalization,0,1
evidence-first,hidden oracle,0,1
evidence-first,invariant check,1,0
evidence-first,mandatory abstention,0,1
evidence-first,MCP,0,1
evidence-first,missing evidence,0,1
evidence-first,MixRig,0,1
evidence-first,ontology,0,1
evidence-first,packet-only,0,1
evidence-first,provenance validator,0,1
evidence-first,reasoner,0,1
evidence-first,reasoning contract,0,1
evidence-first,repairability,0,1
evidence-first,repaired_concepts,0,1
evidence-first,repo-derived evidence,0,1
evidence-first,semantic constraints,0,1
evidence-first,semantic obligation,0,1
evidence-first,source confinement,0,1
evidence-first,structural preservation,0,1
evidence-first,sufficiency gate,1,0
exact excerpt,final decision,0,1
exact excerpt,goodand/concept-gate-taxonomy,0,1
exact excerpt,invariant check,0,1
exact excerpt,MCP context isolation,0,1
exact excerpt,packet-only,0,1
exact excerpt,repo-derived evidence,1,0
exact excerpt,repo-grounded evidence,0,1
exact excerpt,repository-only evidence,0,1
exact excerpt,source confinement,1,1
exact excerpt,source policy,0,1
exact excerpt,sufficiency gate,0,1
exact excerpt,tool output separation,0,1
experiment progression,MCP,0,1
experiment progression,MCP evaluation,1,0
experiment progression,MOC,1,0
experiment progression,ontology,1,1
experiment progression,reasoner,0,1
experiment progression,semantic obligation,0,1
experiment README,factor sufficiency,0,1
experiment README,generalization claim,0,2
experiment README,global consistency,0,1
experiment README,global invariant,0,2
experiment README,global invariant generalization,0,1
experiment README,goodand/concept-gate-taxonomy,0,1
experiment README,MCP,0,1
experiment README,missing scorer,0,2
experiment README,missing trials,0,2
experiment README,not executed,0,2
experiment README,OFAT ablation,0,1
experiment README,ontology,0,1
experiment README,paraphrase invariance,0,1
experiment README,protocol bounded,0,2
experiment README,reasoner,0,1
experiment README,repo provenance,1,0
experiment README,repo-grounded evidence,0,1
experiment README,repository-only evidence,0,1
experiment README,schema minItems,0,1
experiment README,screened not confirmed,0,2
experiment README,semantic obligation,0,1
experiment README,source policy,0,1
experiment README,structural_composition,0,1
experiment README,topology generalization,0,1
experiment README,trial data,1,0
experiment README,vocabulary exposure,0,1
faceted navigation,format-first storage,0,2
faceted navigation,keyword normalization,0,1
faceted navigation,no duplication,1,0
faceted navigation,Obsidian backlinks,0,2
faceted navigation,relative symlink,1,0
faceted navigation,semantic graph,0,1
faceted navigation,stable ID,0,1
faceted navigation,subagent enrichment,0,1
faceted navigation,symlink views,0,2
faceted navigation,typed edge,0,1
faceted navigation,typed edge ledger,0,2
faceted navigation,vault ingestion,0,1
factor sufficiency,feature identity,0,1
factor sufficiency,full-set preservation,0,1
factor sufficiency,global consistency,0,2
factor sufficiency,global consistency rule,0,1
factor sufficiency,global feature-type invariant,0,1
factor sufficiency,global invariant,0,1
factor sufficiency,global invariant generalization,0,2
factor sufficiency,global state normalization,0,1
factor sufficiency,MCP,0,1
factor sufficiency,memory card,0,1
factor sufficiency,MixRig,0,1
factor sufficiency,next experiment,0,1
factor sufficiency,OFAT ablation,1,0
factor sufficiency,ontology,0,1
factor sufficiency,paraphrase invariance,0,2
factor sufficiency,reasoner,0,1
factor sufficiency,repaired_concepts,0,1
factor sufficiency,repo provenance,0,1
factor sufficiency,schema minItems,0,2
factor sufficiency,semantic obligation,0,1
factor sufficiency,structural preservation,0,1
factor sufficiency,topology generalization,0,2
factor sufficiency,trial data,0,1
feature identity,FeatureType,0,1
feature identity,final decision,0,1
feature identity,functional,0,1
feature identity,global consistency,0,1
feature identity,global consistency rule,1,0
feature identity,global feature-type invariant,1,0
feature identity,global invariant generalization,0,1
feature identity,global state normalization,1,0
feature identity,invariant check,0,1
feature identity,locational,0,1
feature identity,mandatory abstention,0,1
feature identity,missing evidence,0,1
feature identity,MixRig,1,0
feature identity,OFAT ablation,0,1
feature identity,paraphrase invariance,0,1
feature identity,reasoning contract,0,1
feature identity,repairability,0,1
feature identity,repo-grounded evidence,0,1
feature identity,schema minItems,0,1
feature identity,social_treatment,0,1
feature identity,structural_composition,0,1
